name,nodelist,count,notes
most,"[{""name"":most,""pkgman"":Chromebrew},{""name"":most,""pkgman"":Homebrew}]",2,
oc,"[{""name"":oc,""pkgman"":Chromebrew},{""name"":oc,""pkgman"":Cargo}]",2,
makedepend,"[{""name"":makedepend,""pkgman"":Chromebrew},{""name"":makedepend,""pkgman"":Homebrew}]",2,
wput,"[{""name"":wput,""pkgman"":Chromebrew},{""name"":wput,""pkgman"":Homebrew}]",2,
cfitsio,"[{""name"":cfitsio,""pkgman"":Chromebrew},{""name"":cfitsio,""pkgman"":Conan},{""name"":cfitsio,""pkgman"":Homebrew},{""name"":cfitsio,""pkgman"":VCPKG}]",4,
chromaprint,"[{""name"":chromaprint,""pkgman"":Chromebrew},{""name"":chromaprint,""pkgman"":Homebrew},{""name"":chromaprint,""pkgman"":Cargo},{""name"":chromaprint,""pkgman"":VCPKG}]",4,
re2c,"[{""name"":re2c,""pkgman"":Chromebrew},{""name"":re2c,""pkgman"":Conan},{""name"":re2c,""pkgman"":Homebrew}]",3,
swig,"[{""name"":swig,""pkgman"":Chromebrew},{""name"":swig,""pkgman"":Conan},{""name"":swig,""pkgman"":Homebrew}]",3,
aria2,"[{""name"":aria2,""pkgman"":Chromebrew},{""name"":aria2,""pkgman"":Homebrew},{""name"":aria2,""pkgman"":Cargo}]",3,
github_release,"[{""name"":github_release,""pkgman"":Chromebrew},{""name"":github_release,""pkgman"":Nimble}]",2,
evince,"[{""name"":evince,""pkgman"":Chromebrew},{""name"":evince,""pkgman"":Homebrew}]",2,
gwt,"[{""name"":gwt,""pkgman"":Chromebrew},{""name"":gwt,""pkgman"":Homebrew}]",2,
fpc,"[{""name"":fpc,""pkgman"":Chromebrew},{""name"":fpc,""pkgman"":Homebrew}]",2,
mtools,"[{""name"":mtools,""pkgman"":Chromebrew},{""name"":mtools,""pkgman"":Homebrew}]",2,
leiningen,"[{""name"":leiningen,""pkgman"":Chromebrew},{""name"":leiningen,""pkgman"":Homebrew}]",2,
benchmark,"[{""name"":benchmark,""pkgman"":Chromebrew},{""name"":benchmark,""pkgman"":Conan},{""name"":benchmark,""pkgman"":Cargo},{""name"":benchmark,""pkgman"":VCPKG}]",4,
libfdk_aac,"[{""name"":libfdk_aac,""pkgman"":Chromebrew},{""name"":libfdk_aac,""pkgman"":Conan}]",2,
genstats,"[{""name"":genstats,""pkgman"":Chromebrew},{""name"":genstats,""pkgman"":Homebrew}]",2,
sbcl,"[{""name"":sbcl,""pkgman"":Chromebrew},{""name"":sbcl,""pkgman"":Homebrew}]",2,
harfbuzz,"[{""name"":harfbuzz,""pkgman"":Chromebrew},{""name"":harfbuzz,""pkgman"":Conan},{""name"":harfbuzz,""pkgman"":Homebrew},{""name"":harfbuzz,""pkgman"":Cargo},{""name"":harfbuzz,""pkgman"":VCPKG}]",5,
libxmu,"[{""name"":libxmu,""pkgman"":Chromebrew},{""name"":libxmu,""pkgman"":Homebrew}]",2,
links,"[{""name"":links,""pkgman"":Chromebrew},{""name"":links,""pkgman"":Homebrew}]",2,
cvs,"[{""name"":cvs,""pkgman"":Chromebrew},{""name"":cvs,""pkgman"":Homebrew}]",2,
freeglut,"[{""name"":freeglut,""pkgman"":Chromebrew},{""name"":freeglut,""pkgman"":Conan},{""name"":freeglut,""pkgman"":Homebrew},{""name"":freeglut,""pkgman"":VCPKG}]",4,
gtkmm4,"[{""name"":gtkmm4,""pkgman"":Chromebrew},{""name"":gtkmm4,""pkgman"":Homebrew}]",2,
haproxy,"[{""name"":haproxy,""pkgman"":Chromebrew},{""name"":haproxy,""pkgman"":Homebrew}]",2,
imake,"[{""name"":imake,""pkgman"":Chromebrew},{""name"":imake,""pkgman"":Conan},{""name"":imake,""pkgman"":Homebrew}]",3,
fd,"[{""name"":fd,""pkgman"":Chromebrew},{""name"":fd,""pkgman"":Homebrew},{""name"":fd,""pkgman"":Cargo}]",3,
pciutils,"[{""name"":pciutils,""pkgman"":Chromebrew},{""name"":pciutils,""pkgman"":Conan}]",2,
cmus,"[{""name"":cmus,""pkgman"":Chromebrew},{""name"":cmus,""pkgman"":Homebrew}]",2,
mysqltuner,"[{""name"":mysqltuner,""pkgman"":Chromebrew},{""name"":mysqltuner,""pkgman"":Homebrew}]",2,
libspng,"[{""name"":libspng,""pkgman"":Chromebrew},{""name"":libspng,""pkgman"":Homebrew}]",2,
help2man,"[{""name"":help2man,""pkgman"":Chromebrew},{""name"":help2man,""pkgman"":Homebrew}]",2,
dash,"[{""name"":dash,""pkgman"":Chromebrew},{""name"":dash,""pkgman"":Cargo},{""name"":dash,""pkgman"":Homebrew}]",3,
xmlstarlet,"[{""name"":xmlstarlet,""pkgman"":Chromebrew},{""name"":xmlstarlet,""pkgman"":Homebrew}]",2,
libtirpc,"[{""name"":libtirpc,""pkgman"":Chromebrew},{""name"":libtirpc,""pkgman"":Homebrew}]",2,
qrencode,"[{""name"":qrencode,""pkgman"":Chromebrew},{""name"":qrencode,""pkgman"":Homebrew}]",2,
snooze,"[{""name"":snooze,""pkgman"":Chromebrew},{""name"":snooze,""pkgman"":Cargo}]",2,
libchamplain,"[{""name"":libchamplain,""pkgman"":Chromebrew},{""name"":libchamplain,""pkgman"":Homebrew}]",2,
libxshmfence,"[{""name"":libxshmfence,""pkgman"":Chromebrew},{""name"":libxshmfence,""pkgman"":Conan},{""name"":libxshmfence,""pkgman"":Homebrew}]",3,
libid3tag,"[{""name"":libid3tag,""pkgman"":Chromebrew},{""name"":libid3tag,""pkgman"":Conan},{""name"":libid3tag,""pkgman"":Homebrew}]",3,
erlang,"[{""name"":erlang,""pkgman"":Chromebrew},{""name"":erlang,""pkgman"":Homebrew}]",2,
cppunit,"[{""name"":cppunit,""pkgman"":Chromebrew},{""name"":cppunit,""pkgman"":Conan},{""name"":cppunit,""pkgman"":Homebrew},{""name"":cppunit,""pkgman"":VCPKG}]",4,
libxinerama,"[{""name"":libxinerama,""pkgman"":Chromebrew},{""name"":libxinerama,""pkgman"":Homebrew}]",2,
itstool,"[{""name"":itstool,""pkgman"":Chromebrew},{""name"":itstool,""pkgman"":Homebrew}]",2,
gn,"[{""name"":gn,""pkgman"":Chromebrew},{""name"":gn,""pkgman"":Conan}]",2,
composer,"[{""name"":composer,""pkgman"":Chromebrew},{""name"":composer,""pkgman"":Homebrew},{""name"":composer,""pkgman"":Cargo}]",3,
rkhunter,"[{""name"":rkhunter,""pkgman"":Chromebrew},{""name"":rkhunter,""pkgman"":Homebrew}]",2,
mc,"[{""name"":mc,""pkgman"":Chromebrew},{""name"":mc,""pkgman"":Cargo}]",2,
cogl,"[{""name"":cogl,""pkgman"":Chromebrew},{""name"":cogl,""pkgman"":Homebrew}]",2,
plowshare,"[{""name"":plowshare,""pkgman"":Chromebrew},{""name"":plowshare,""pkgman"":Homebrew}]",2,
ctags,"[{""name"":ctags,""pkgman"":Chromebrew},{""name"":ctags,""pkgman"":Homebrew}]",2,
libedit,"[{""name"":libedit,""pkgman"":Chromebrew},{""name"":libedit,""pkgman"":Homebrew}]",2,
glslang,"[{""name"":glslang,""pkgman"":Chromebrew},{""name"":glslang,""pkgman"":Conan},{""name"":glslang,""pkgman"":Homebrew},{""name"":glslang,""pkgman"":VCPKG}]",4,
libcue,"[{""name"":libcue,""pkgman"":Chromebrew},{""name"":libcue,""pkgman"":Homebrew}]",2,
libbsd,"[{""name"":libbsd,""pkgman"":Chromebrew},{""name"":libbsd,""pkgman"":Conan},{""name"":libbsd,""pkgman"":Homebrew}]",3,
opam,"[{""name"":opam,""pkgman"":Chromebrew},{""name"":opam,""pkgman"":Homebrew}]",2,
abcde,"[{""name"":abcde,""pkgman"":Chromebrew},{""name"":abcde,""pkgman"":Homebrew}]",2,
libcdio,"[{""name"":libcdio,""pkgman"":Chromebrew},{""name"":libcdio,""pkgman"":Homebrew}]",2,
phive,"[{""name"":phive,""pkgman"":Chromebrew},{""name"":phive,""pkgman"":Homebrew}]",2,
tepl,"[{""name"":tepl,""pkgman"":Chromebrew},{""name"":tepl,""pkgman"":Homebrew}]",2,
wdiff,"[{""name"":wdiff,""pkgman"":Chromebrew},{""name"":wdiff,""pkgman"":Homebrew}]",2,
gpm,"[{""name"":gpm,""pkgman"":Chromebrew},{""name"":gpm,""pkgman"":Homebrew}]",2,
spirv_headers,"[{""name"":spirv_headers,""pkgman"":Chromebrew},{""name"":spirv_headers,""pkgman"":Cargo}]",2,
syncthing,"[{""name"":syncthing,""pkgman"":Chromebrew},{""name"":syncthing,""pkgman"":Cargo},{""name"":syncthing,""pkgman"":Homebrew}]",3,
kr,"[{""name"":kr,""pkgman"":Chromebrew},{""name"":kr,""pkgman"":Cargo}]",2,
libdc1394,"[{""name"":libdc1394,""pkgman"":Chromebrew},{""name"":libdc1394,""pkgman"":Conan},{""name"":libdc1394,""pkgman"":Homebrew}]",3,
kakoune,"[{""name"":kakoune,""pkgman"":Chromebrew},{""name"":kakoune,""pkgman"":Homebrew}]",2,
xdpyinfo,"[{""name"":xdpyinfo,""pkgman"":Chromebrew},{""name"":xdpyinfo,""pkgman"":Homebrew}]",2,
libxxf86vm,"[{""name"":libxxf86vm,""pkgman"":Chromebrew},{""name"":libxxf86vm,""pkgman"":Homebrew}]",2,
idea,"[{""name"":idea,""pkgman"":Chromebrew},{""name"":idea,""pkgman"":Cargo}]",2,
aalib,"[{""name"":aalib,""pkgman"":Chromebrew},{""name"":aalib,""pkgman"":Homebrew}]",2,
libxkbfile,"[{""name"":libxkbfile,""pkgman"":Chromebrew},{""name"":libxkbfile,""pkgman"":Homebrew}]",2,
chrpath,"[{""name"":chrpath,""pkgman"":Chromebrew},{""name"":chrpath,""pkgman"":Homebrew}]",2,
duplicity,"[{""name"":duplicity,""pkgman"":Chromebrew},{""name"":duplicity,""pkgman"":Homebrew}]",2,
lftp,"[{""name"":lftp,""pkgman"":Chromebrew},{""name"":lftp,""pkgman"":Homebrew}]",2,
sysstat,"[{""name"":sysstat,""pkgman"":Chromebrew},{""name"":sysstat,""pkgman"":Homebrew}]",2,
feh,"[{""name"":feh,""pkgman"":Chromebrew},{""name"":feh,""pkgman"":Homebrew}]",2,
dosfstools,"[{""name"":dosfstools,""pkgman"":Chromebrew},{""name"":dosfstools,""pkgman"":Homebrew}]",2,
htop,"[{""name"":htop,""pkgman"":Chromebrew},{""name"":htop,""pkgman"":Homebrew}]",2,
rarian,"[{""name"":rarian,""pkgman"":Chromebrew},{""name"":rarian,""pkgman"":Homebrew}]",2,
glibc,"[{""name"":glibc,""pkgman"":Chromebrew},{""name"":glibc,""pkgman"":Homebrew}]",2,
stunnel,"[{""name"":stunnel,""pkgman"":Chromebrew},{""name"":stunnel,""pkgman"":Homebrew}]",2,
get_iplayer,"[{""name"":get_iplayer,""pkgman"":Chromebrew},{""name"":get_iplayer,""pkgman"":Homebrew}]",2,
httrack,"[{""name"":httrack,""pkgman"":Chromebrew},{""name"":httrack,""pkgman"":Homebrew}]",2,
goaccess,"[{""name"":goaccess,""pkgman"":Chromebrew},{""name"":goaccess,""pkgman"":Homebrew}]",2,
renameutils,"[{""name"":renameutils,""pkgman"":Chromebrew},{""name"":renameutils,""pkgman"":Homebrew}]",2,
libprelude,"[{""name"":libprelude,""pkgman"":Chromebrew},{""name"":libprelude,""pkgman"":Homebrew}]",2,
halibut,"[{""name"":halibut,""pkgman"":Chromebrew},{""name"":halibut,""pkgman"":Homebrew}]",2,
mdp,"[{""name"":mdp,""pkgman"":Chromebrew},{""name"":mdp,""pkgman"":Homebrew}]",2,
w3m,"[{""name"":w3m,""pkgman"":Chromebrew},{""name"":w3m,""pkgman"":Homebrew}]",2,
nethogs,"[{""name"":nethogs,""pkgman"":Chromebrew},{""name"":nethogs,""pkgman"":Homebrew}]",2,
newsboat,"[{""name"":newsboat,""pkgman"":Chromebrew},{""name"":newsboat,""pkgman"":Homebrew}]",2,
ttf2pt1,"[{""name"":ttf2pt1,""pkgman"":Chromebrew},{""name"":ttf2pt1,""pkgman"":Homebrew}]",2,
ondir,"[{""name"":ondir,""pkgman"":Chromebrew},{""name"":ondir,""pkgman"":Homebrew}]",2,
libcurl,"[{""name"":libcurl,""pkgman"":Chromebrew},{""name"":libcurl,""pkgman"":Conan},{""name"":libcurl,""pkgman"":Nimble}]",3,
libotr,"[{""name"":libotr,""pkgman"":Chromebrew},{""name"":libotr,""pkgman"":Homebrew}]",2,
nspr,"[{""name"":nspr,""pkgman"":Chromebrew},{""name"":nspr,""pkgman"":Conan},{""name"":nspr,""pkgman"":Homebrew}]",3,
usbutils,"[{""name"":usbutils,""pkgman"":Chromebrew},{""name"":usbutils,""pkgman"":Homebrew}]",2,
libx264,"[{""name"":libx264,""pkgman"":Chromebrew},{""name"":libx264,""pkgman"":Conan}]",2,
gawk,"[{""name"":gawk,""pkgman"":Chromebrew},{""name"":gawk,""pkgman"":Homebrew}]",2,
atkmm,"[{""name"":atkmm,""pkgman"":Chromebrew},{""name"":atkmm,""pkgman"":Homebrew},{""name"":atkmm,""pkgman"":VCPKG}]",3,
testdisk,"[{""name"":testdisk,""pkgman"":Chromebrew},{""name"":testdisk,""pkgman"":Homebrew}]",2,
iperf3,"[{""name"":iperf3,""pkgman"":Chromebrew},{""name"":iperf3,""pkgman"":Homebrew}]",2,
libxxf86dga,"[{""name"":libxxf86dga,""pkgman"":Chromebrew},{""name"":libxxf86dga,""pkgman"":Homebrew}]",2,
pigz,"[{""name"":pigz,""pkgman"":Chromebrew},{""name"":pigz,""pkgman"":Homebrew}]",2,
popt,"[{""name"":popt,""pkgman"":Chromebrew},{""name"":popt,""pkgman"":Homebrew}]",2,
nim,"[{""name"":nim,""pkgman"":Chromebrew},{""name"":nim,""pkgman"":Homebrew}]",2,
gegl,"[{""name"":gegl,""pkgman"":Chromebrew},{""name"":gegl,""pkgman"":Homebrew}]",2,
blender,"[{""name"":blender,""pkgman"":Chromebrew},{""name"":blender,""pkgman"":Cargo}]",2,
libxrender,"[{""name"":libxrender,""pkgman"":Chromebrew},{""name"":libxrender,""pkgman"":Homebrew}]",2,
rtmpdump,"[{""name"":rtmpdump,""pkgman"":Chromebrew},{""name"":rtmpdump,""pkgman"":Homebrew}]",2,
inxi,"[{""name"":inxi,""pkgman"":Chromebrew},{""name"":inxi,""pkgman"":Homebrew}]",2,
megatools,"[{""name"":megatools,""pkgman"":Chromebrew},{""name"":megatools,""pkgman"":Homebrew}]",2,
babl,"[{""name"":babl,""pkgman"":Chromebrew},{""name"":babl,""pkgman"":Homebrew}]",2,
le,"[{""name"":le,""pkgman"":Cargo},{""name"":le,""pkgman"":Homebrew}]",2,
lc,"[{""name"":lc,""pkgman"":Cargo},{""name"":lc,""pkgman"":Nimble}]",2,
density,"[{""name"":density,""pkgman"":Cargo},{""name"":density,""pkgman"":Homebrew}]",2,
ry,"[{""name"":ry,""pkgman"":Cargo},{""name"":ry,""pkgman"":Homebrew}]",2,
csv2json,"[{""name"":csv2json,""pkgman"":Cargo},{""name"":csv2json,""pkgman"":Nimble}]",2,
cdb,"[{""name"":cdb,""pkgman"":Cargo},{""name"":cdb,""pkgman"":Homebrew}]",2,
dssim,"[{""name"":dssim,""pkgman"":Cargo},{""name"":dssim,""pkgman"":Homebrew}]",2,
libtool,"[{""name"":libtool,""pkgman"":Cargo},{""name"":libtool,""pkgman"":Chromebrew},{""name"":libtool,""pkgman"":Conan},{""name"":libtool,""pkgman"":Homebrew}]",4,
datetime_parse,"[{""name"":datetime_parse,""pkgman"":Cargo},{""name"":datetime_parse,""pkgman"":Nimble}]",2,
ht,"[{""name"":ht,""pkgman"":Cargo},{""name"":ht,""pkgman"":Homebrew}]",2,
bvm,"[{""name"":bvm,""pkgman"":Cargo},{""name"":bvm,""pkgman"":Homebrew}]",2,
alac,"[{""name"":alac,""pkgman"":Cargo},{""name"":alac,""pkgman"":Conan},{""name"":alac,""pkgman"":Homebrew},{""name"":alac,""pkgman"":VCPKG}]",4,
diceware,"[{""name"":diceware,""pkgman"":Cargo},{""name"":diceware,""pkgman"":Homebrew}]",2,
xz,"[{""name"":xz,""pkgman"":Cargo},{""name"":xz,""pkgman"":Homebrew}]",2,
dashing,"[{""name"":dashing,""pkgman"":Cargo},{""name"":dashing,""pkgman"":Homebrew},{""name"":dashing,""pkgman"":Nimble}]",3,
git-delta,"[{""name"":git-delta,""pkgman"":Cargo},{""name"":git-delta,""pkgman"":Homebrew}]",2,
dgen,"[{""name"":dgen,""pkgman"":Cargo},{""name"":dgen,""pkgman"":Homebrew}]",2,
aide,"[{""name"":aide,""pkgman"":Cargo},{""name"":aide,""pkgman"":Chromebrew},{""name"":aide,""pkgman"":Homebrew}]",3,
irssi,"[{""name"":irssi,""pkgman"":Chromebrew},{""name"":irssi,""pkgman"":Homebrew}]",2,
i3,"[{""name"":i3,""pkgman"":Chromebrew},{""name"":i3,""pkgman"":Cargo}]",2,
libev,"[{""name"":libev,""pkgman"":Chromebrew},{""name"":libev,""pkgman"":Conan},{""name"":libev,""pkgman"":Homebrew}]",3,
ansifilter,"[{""name"":ansifilter,""pkgman"":Chromebrew},{""name"":ansifilter,""pkgman"":Homebrew}]",2,
putty,"[{""name"":putty,""pkgman"":Chromebrew},{""name"":putty,""pkgman"":Homebrew}]",2,
libmpc,"[{""name"":libmpc,""pkgman"":Chromebrew},{""name"":libmpc,""pkgman"":Homebrew}]",2,
sshuttle,"[{""name"":sshuttle,""pkgman"":Chromebrew},{""name"":sshuttle,""pkgman"":Homebrew}]",2,
homebank,"[{""name"":homebank,""pkgman"":Chromebrew},{""name"":homebank,""pkgman"":Homebrew}]",2,
fontforge,"[{""name"":fontforge,""pkgman"":Chromebrew},{""name"":fontforge,""pkgman"":Homebrew}]",2,
ncdc,"[{""name"":ncdc,""pkgman"":Chromebrew},{""name"":ncdc,""pkgman"":Homebrew}]",2,
rdfind,"[{""name"":rdfind,""pkgman"":Chromebrew},{""name"":rdfind,""pkgman"":Homebrew}]",2,
mailutils,"[{""name"":mailutils,""pkgman"":Chromebrew},{""name"":mailutils,""pkgman"":Homebrew}]",2,
libxcrypt,"[{""name"":libxcrypt,""pkgman"":Chromebrew},{""name"":libxcrypt,""pkgman"":Conan}]",2,
libksba,"[{""name"":libksba,""pkgman"":Chromebrew},{""name"":libksba,""pkgman"":Homebrew}]",2,
snort,"[{""name"":snort,""pkgman"":Chromebrew},{""name"":snort,""pkgman"":Homebrew}]",2,
zenity,"[{""name"":zenity,""pkgman"":Chromebrew},{""name"":zenity,""pkgman"":Homebrew}]",2,
libart,"[{""name"":libart,""pkgman"":Chromebrew},{""name"":libart,""pkgman"":Homebrew}]",2,
cunit,"[{""name"":cunit,""pkgman"":Chromebrew},{""name"":cunit,""pkgman"":Conan},{""name"":cunit,""pkgman"":Homebrew},{""name"":cunit,""pkgman"":VCPKG}]",4,
squashfuse,"[{""name"":squashfuse,""pkgman"":Chromebrew},{""name"":squashfuse,""pkgman"":Homebrew}]",2,
openconnect,"[{""name"":openconnect,""pkgman"":Chromebrew},{""name"":openconnect,""pkgman"":Homebrew}]",2,
libxscrnsaver,"[{""name"":libxscrnsaver,""pkgman"":Chromebrew},{""name"":libxscrnsaver,""pkgman"":Homebrew}]",2,
libxdamage,"[{""name"":libxdamage,""pkgman"":Chromebrew},{""name"":libxdamage,""pkgman"":Homebrew}]",2,
libxp,"[{""name"":libxp,""pkgman"":Chromebrew},{""name"":libxp,""pkgman"":Homebrew}]",2,
inetutils,"[{""name"":inetutils,""pkgman"":Chromebrew},{""name"":inetutils,""pkgman"":Homebrew}]",2,
ffmpegthumbnailer,"[{""name"":ffmpegthumbnailer,""pkgman"":Chromebrew},{""name"":ffmpegthumbnailer,""pkgman"":Homebrew}]",2,
libxaw,"[{""name"":libxaw,""pkgman"":Chromebrew},{""name"":libxaw,""pkgman"":Homebrew}]",2,
kore,"[{""name"":kore,""pkgman"":Chromebrew},{""name"":kore,""pkgman"":Homebrew}]",2,
libfs,"[{""name"":libfs,""pkgman"":Chromebrew},{""name"":libfs,""pkgman"":Homebrew}]",2,
doxygen,"[{""name"":doxygen,""pkgman"":Chromebrew},{""name"":doxygen,""pkgman"":Conan},{""name"":doxygen,""pkgman"":Homebrew}]",3,
jasper,"[{""name"":jasper,""pkgman"":Chromebrew},{""name"":jasper,""pkgman"":Conan},{""name"":jasper,""pkgman"":Homebrew},{""name"":jasper,""pkgman"":VCPKG}]",4,
shmux,"[{""name"":shmux,""pkgman"":Chromebrew},{""name"":shmux,""pkgman"":Homebrew}]",2,
autossh,"[{""name"":autossh,""pkgman"":Chromebrew},{""name"":autossh,""pkgman"":Homebrew}]",2,
calcurse,"[{""name"":calcurse,""pkgman"":Chromebrew},{""name"":calcurse,""pkgman"":Homebrew}]",2,
cmocka,"[{""name"":cmocka,""pkgman"":Chromebrew},{""name"":cmocka,""pkgman"":Conan},{""name"":cmocka,""pkgman"":Homebrew},{""name"":cmocka,""pkgman"":VCPKG}]",4,
scheme48,"[{""name"":scheme48,""pkgman"":Chromebrew},{""name"":scheme48,""pkgman"":Homebrew}]",2,
zig,"[{""name"":zig,""pkgman"":Chromebrew},{""name"":zig,""pkgman"":Homebrew}]",2,
apr,"[{""name"":apr,""pkgman"":Chromebrew},{""name"":apr,""pkgman"":Conan},{""name"":apr,""pkgman"":Homebrew},{""name"":apr,""pkgman"":VCPKG}]",4,
progress,"[{""name"":progress,""pkgman"":Chromebrew},{""name"":progress,""pkgman"":Cargo},{""name"":progress,""pkgman"":Homebrew},{""name"":progress,""pkgman"":Nimble}]",4,
firejail,"[{""name"":firejail,""pkgman"":Chromebrew},{""name"":firejail,""pkgman"":Nimble}]",2,
libpsl,"[{""name"":libpsl,""pkgman"":Chromebrew},{""name"":libpsl,""pkgman"":Conan},{""name"":libpsl,""pkgman"":Homebrew}]",3,
antlr4,"[{""name"":antlr4,""pkgman"":Chromebrew},{""name"":antlr4,""pkgman"":VCPKG}]",2,
eigen,"[{""name"":eigen,""pkgman"":Chromebrew},{""name"":eigen,""pkgman"":Conan},{""name"":eigen,""pkgman"":Homebrew},{""name"":eigen,""pkgman"":Cargo}]",4,
acpi,"[{""name"":acpi,""pkgman"":Chromebrew},{""name"":acpi,""pkgman"":Cargo}]",2,
chicken,"[{""name"":chicken,""pkgman"":Chromebrew},{""name"":chicken,""pkgman"":Homebrew},{""name"":chicken,""pkgman"":Cargo}]",3,
libdvdread,"[{""name"":libdvdread,""pkgman"":Chromebrew},{""name"":libdvdread,""pkgman"":Homebrew}]",2,
libofx,"[{""name"":libofx,""pkgman"":Chromebrew},{""name"":libofx,""pkgman"":Homebrew}]",2,
gjs,"[{""name"":gjs,""pkgman"":Chromebrew},{""name"":gjs,""pkgman"":Homebrew}]",2,
antiword,"[{""name"":antiword,""pkgman"":Chromebrew},{""name"":antiword,""pkgman"":Homebrew}]",2,
smartmontools,"[{""name"":smartmontools,""pkgman"":Chromebrew},{""name"":smartmontools,""pkgman"":Homebrew}]",2,
asciidoctor,"[{""name"":asciidoctor,""pkgman"":Chromebrew},{""name"":asciidoctor,""pkgman"":Homebrew}]",2,
xmlcatmgr,"[{""name"":xmlcatmgr,""pkgman"":Chromebrew},{""name"":xmlcatmgr,""pkgman"":Homebrew}]",2,
libaacs,"[{""name"":libaacs,""pkgman"":Chromebrew},{""name"":libaacs,""pkgman"":Homebrew}]",2,
gtk2,"[{""name"":gtk2,""pkgman"":Chromebrew},{""name"":gtk2,""pkgman"":Nimble}]",2,
tcpstat,"[{""name"":tcpstat,""pkgman"":Chromebrew},{""name"":tcpstat,""pkgman"":Homebrew}]",2,
libice,"[{""name"":libice,""pkgman"":Chromebrew},{""name"":libice,""pkgman"":Homebrew}]",2,
texlive,"[{""name"":texlive,""pkgman"":Chromebrew},{""name"":texlive,""pkgman"":Homebrew}]",2,
lcms,"[{""name"":lcms,""pkgman"":Chromebrew},{""name"":lcms,""pkgman"":Conan},{""name"":lcms,""pkgman"":VCPKG}]",3,
libdvbpsi,"[{""name"":libdvbpsi,""pkgman"":Chromebrew},{""name"":libdvbpsi,""pkgman"":Homebrew}]",2,
subversion,"[{""name"":subversion,""pkgman"":Chromebrew},{""name"":subversion,""pkgman"":Homebrew}]",2,
cdargs,"[{""name"":cdargs,""pkgman"":Chromebrew},{""name"":cdargs,""pkgman"":Homebrew}]",2,
recode,"[{""name"":recode,""pkgman"":Chromebrew},{""name"":recode,""pkgman"":Homebrew}]",2,
libewf,"[{""name"":libewf,""pkgman"":Chromebrew},{""name"":libewf,""pkgman"":Homebrew}]",2,
openlibm,"[{""name"":openlibm,""pkgman"":Chromebrew},{""name"":openlibm,""pkgman"":Homebrew}]",2,
b2,"[{""name"":b2,""pkgman"":Chromebrew},{""name"":b2,""pkgman"":Conan},{""name"":b2,""pkgman"":Cargo}]",3,
elinks,"[{""name"":elinks,""pkgman"":Chromebrew},{""name"":elinks,""pkgman"":Homebrew}]",2,
gsl,"[{""name"":gsl,""pkgman"":Chromebrew},{""name"":gsl,""pkgman"":Conan},{""name"":gsl,""pkgman"":Homebrew},{""name"":gsl,""pkgman"":Nimble},{""name"":gsl,""pkgman"":VCPKG}]",5,
slang,"[{""name"":slang,""pkgman"":Chromebrew},{""name"":slang,""pkgman"":Cargo}]",2,
pidgin,"[{""name"":pidgin,""pkgman"":Chromebrew},{""name"":pidgin,""pkgman"":Homebrew},{""name"":pidgin,""pkgman"":Cargo}]",3,
darkhttpd,"[{""name"":darkhttpd,""pkgman"":Chromebrew},{""name"":darkhttpd,""pkgman"":Homebrew}]",2,
cracklib,"[{""name"":cracklib,""pkgman"":Chromebrew},{""name"":cracklib,""pkgman"":Homebrew}]",2,
libfontenc,"[{""name"":libfontenc,""pkgman"":Chromebrew},{""name"":libfontenc,""pkgman"":Homebrew}]",2,
colordiff,"[{""name"":colordiff,""pkgman"":Chromebrew},{""name"":colordiff,""pkgman"":Homebrew}]",2,
libdv,"[{""name"":libdv,""pkgman"":Chromebrew},{""name"":libdv,""pkgman"":Homebrew}]",2,
fop,"[{""name"":fop,""pkgman"":Chromebrew},{""name"":fop,""pkgman"":Homebrew}]",2,
csvkit,"[{""name"":csvkit,""pkgman"":Chromebrew},{""name"":csvkit,""pkgman"":Homebrew}]",2,
urlwatch,"[{""name"":urlwatch,""pkgman"":Chromebrew},{""name"":urlwatch,""pkgman"":Homebrew}]",2,
gengetopt,"[{""name"":gengetopt,""pkgman"":Chromebrew},{""name"":gengetopt,""pkgman"":Homebrew}]",2,
premake,"[{""name"":premake,""pkgman"":Chromebrew},{""name"":premake,""pkgman"":Conan},{""name"":premake,""pkgman"":Homebrew}]",3,
libpciaccess,"[{""name"":libpciaccess,""pkgman"":Chromebrew},{""name"":libpciaccess,""pkgman"":Conan},{""name"":libpciaccess,""pkgman"":Homebrew}]",3,
gnuplot,"[{""name"":gnuplot,""pkgman"":Chromebrew},{""name"":gnuplot,""pkgman"":Homebrew},{""name"":gnuplot,""pkgman"":Cargo},{""name"":gnuplot,""pkgman"":Nimble}]",4,
ansible,"[{""name"":ansible,""pkgman"":Chromebrew},{""name"":ansible,""pkgman"":Homebrew}]",2,
lzop,"[{""name"":lzop,""pkgman"":Chromebrew},{""name"":lzop,""pkgman"":Homebrew}]",2,
pulseaudio,"[{""name"":pulseaudio,""pkgman"":Chromebrew},{""name"":pulseaudio,""pkgman"":Conan},{""name"":pulseaudio,""pkgman"":Homebrew}]",3,
jbigkit,"[{""name"":jbigkit,""pkgman"":Chromebrew},{""name"":jbigkit,""pkgman"":Homebrew},{""name"":jbigkit,""pkgman"":VCPKG}]",3,
groff,"[{""name"":groff,""pkgman"":Chromebrew},{""name"":groff,""pkgman"":Homebrew}]",2,
v2ray,"[{""name"":v2ray,""pkgman"":Chromebrew},{""name"":v2ray,""pkgman"":Homebrew}]",2,
